Start Time, Tue Mar 3 16:27:20 GMT+0000 2026
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 85199.382144
Real Time (s), 85208.571198
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
764, 764, 523
765, 765, 495
766, 766, 519
767, 767, 515
768, 768, 517
769, 769, 499
770, 770, 494
771, 771, 500
772, 772, 555
773, 773, 502
774, 774, 508
775, 775, 516
776, 776, 517
777, 777, 500
778, 778, 537
779, 779, 464
780, 780, 526
781, 781, 477
782, 782, 547
783, 783, 524
784, 784, 499
785, 785, 512
786, 786, 499
787, 787, 477
788, 788, 476
789, 789, 536
790, 790, 544
791, 791, 518
792, 792, 535
793, 793, 527
794, 794, 493
795, 795, 502
796, 796, 516
797, 797, 489
798, 798, 532
799, 799, 505
800, 800, 466
801, 801, 495
802, 802, 523
803, 803, 524
804, 804, 522
805, 805, 457
806, 806, 527
807, 807, 489
808, 808, 455
809, 809, 495
810, 810, 492
811, 811, 508
812, 812, 535
813, 813, 477
814, 814, 507
815, 815, 507
816, 816, 503
817, 817, 527
818, 818, 525
819, 819, 509
820, 820, 500
821, 821, 481
822, 822, 511
823, 823, 543
824, 824, 492
825, 825, 491
826, 826, 505
827, 827, 469
828, 828, 503
829, 829, 478
830, 830, 522
831, 831, 461
832, 832, 494
833, 833, 444
834, 834, 474
835, 835, 491
836, 836, 525
837, 837, 486
838, 838, 472
839, 839, 439
840, 840, 461
841, 841, 463
842, 842, 444
843, 843, 457
844, 844, 451
845, 845, 453
846, 846, 448
847, 847, 487
848, 848, 447
849, 849, 455
850, 850, 461
851, 851, 450
852, 852, 459
853, 853, 460
854, 854, 492
855, 855, 463
856, 856, 443
857, 857, 432
858, 858, 455
859, 859, 429
860, 860, 469
861, 861, 463
862, 862, 446
863, 863, 471
864, 864, 409
865, 865, 465
866, 866, 448
867, 867, 424
868, 868, 467
869, 869, 439
870, 870, 484
871, 871, 451
872, 872, 440
873, 873, 432
874, 874, 459
875, 875, 472
876, 876, 454
877, 877, 393
878, 878, 471
879, 879, 418
880, 880, 454
881, 881, 439
882, 882, 443
883, 883, 462
884, 884, 456
885, 885, 468
886, 886, 438
887, 887, 472
888, 888, 441
889, 889, 423
890, 890, 474
891, 891, 452
892, 892, 411
893, 893, 413
894, 894, 425
895, 895, 460
896, 896, 442
897, 897, 442
898, 898, 446
899, 899, 440
900, 900, 430
901, 901, 468
902, 902, 430
903, 903, 425
904, 904, 435
905, 905, 447
906, 906, 441
907, 907, 446
908, 908, 459
909, 909, 437
910, 910, 442
911, 911, 426
912, 912, 441
913, 913, 439
914, 914, 455
915, 915, 445
916, 916, 442
917, 917, 459
918, 918, 419
919, 919, 452
920, 920, 438
921, 921, 427
922, 922, 460
923, 923, 437
924, 924, 404
925, 925, 433
926, 926, 430
927, 927, 431
928, 928, 434
929, 929, 431
930, 930, 455
931, 931, 427
932, 932, 390
933, 933, 450
934, 934, 436
935, 935, 440
936, 936, 437
937, 937, 455
938, 938, 430
939, 939, 447
940, 940, 414
941, 941, 429
942, 942, 442
943, 943, 458
944, 944, 453
945, 945, 450
946, 946, 430
947, 947, 451
948, 948, 467
949, 949, 432
950, 950, 413
951, 951, 414
952, 952, 427
953, 953, 404
954, 954, 420
955, 955, 424
956, 956, 424
957, 957, 427
958, 958, 453
959, 959, 420
960, 960, 432
961, 961, 411
962, 962, 445
963, 963, 432
964, 964, 470
965, 965, 438
966, 966, 459
967, 967, 443
968, 968, 436
969, 969, 459
970, 970, 438
971, 971, 404
972, 972, 465
973, 973, 426
974, 974, 431
975, 975, 412
976, 976, 447
977, 977, 426
978, 978, 391
979, 979, 410
980, 980, 440
981, 981, 397
982, 982, 420
983, 983, 449
984, 984, 458
985, 985, 439
986, 986, 423
987, 987, 410
988, 988, 456
989, 989, 428
990, 990, 437
991, 991, 440
992, 992, 393
993, 993, 456
994, 994, 463
995, 995, 452
996, 996, 435
997, 997, 464
998, 998, 434
999, 999, 436
1000, 1000, 404
1001, 1001, 433
1002, 1002, 427
1003, 1003, 432
1004, 1004, 411
1005, 1005, 384
1006, 1006, 435
1007, 1007, 424
1008, 1008, 430
1009, 1009, 425
1010, 1010, 408
1011, 1011, 414
1012, 1012, 380
1013, 1013, 390
1014, 1014, 402
1015, 1015, 423
1016, 1016, 428
1017, 1017, 413
1018, 1018, 427
1019, 1019, 397
1020, 1020, 437
1021, 1021, 444
1022, 1022, 411
1023, 1023, 414
1024, 1024, 408
1025, 1025, 407
1026, 1026, 399
1027, 1027, 415
1028, 1028, 421
1029, 1029, 411
1030, 1030, 433
1031, 1031, 411
1032, 1032, 428
1033, 1033, 411
1034, 1034, 433
1035, 1035, 431
1036, 1036, 407
1037, 1037, 406
1038, 1038, 404
1039, 1039, 432
1040, 1040, 424
1041, 1041, 412
1042, 1042, 388
1043, 1043, 454
1044, 1044, 405
1045, 1045, 422
1046, 1046, 429
1047, 1047, 421
1048, 1048, 444
1049, 1049, 445
1050, 1050, 402
1051, 1051, 409
1052, 1052, 405
1053, 1053, 397
1054, 1054, 437
1055, 1055, 408
1056, 1056, 431
1057, 1057, 426
1058, 1058, 411
1059, 1059, 405
1060, 1060, 428
1061, 1061, 435
1062, 1062, 407
1063, 1063, 388
1064, 1064, 409
1065, 1065, 381
1066, 1066, 405
1067, 1067, 404
1068, 1068, 406
1069, 1069, 442
1070, 1070, 414
1071, 1071, 418
1072, 1072, 441
1073, 1073, 428
1074, 1074, 421
1075, 1075, 449
1076, 1076, 430
1077, 1077, 393
1078, 1078, 411
1079, 1079, 384
1080, 1080, 400
1081, 1081, 453
1082, 1082, 416
1083, 1083, 413
1084, 1084, 412
1085, 1085, 420
1086, 1086, 364
1087, 1087, 395
1088, 1088, 428
1089, 1089, 417
1090, 1090, 435
1091, 1091, 410
1092, 1092, 409
1093, 1093, 398
1094, 1094, 404
1095, 1095, 422
1096, 1096, 450
1097, 1097, 398
1098, 1098, 439
1099, 1099, 449
1100, 1100, 403
1101, 1101, 430
1102, 1102, 434
1103, 1103, 444
1104, 1104, 443
1105, 1105, 417
1106, 1106, 424
1107, 1107, 405
1108, 1108, 449
1109, 1109, 463
1110, 1110, 462
1111, 1111, 411
1112, 1112, 414
1113, 1113, 435
1114, 1114, 407
1115, 1115, 436
1116, 1116, 386
1117, 1117, 438
1118, 1118, 427
1119, 1119, 440
1120, 1120, 416
1121, 1121, 433
1122, 1122, 406
1123, 1123, 404
1124, 1124, 412
1125, 1125, 442
1126, 1126, 454
1127, 1127, 421
1128, 1128, 437
1129, 1129, 364
1130, 1130, 446
1131, 1131, 431
1132, 1132, 385
1133, 1133, 426
1134, 1134, 431
1135, 1135, 408
1136, 1136, 416
1137, 1137, 415
1138, 1138, 423
1139, 1139, 428
1140, 1140, 428
1141, 1141, 433
1142, 1142, 429
1143, 1143, 396
1144, 1144, 366
1145, 1145, 414
1146, 1146, 408
1147, 1147, 400
1148, 1148, 422
1149, 1149, 450
1150, 1150, 393
1151, 1151, 411
1152, 1152, 421
1153, 1153, 432
1154, 1154, 407
1155, 1155, 393
1156, 1156, 420
1157, 1157, 418
1158, 1158, 441
1159, 1159, 435
1160, 1160, 441
1161, 1161, 475
1162, 1162, 367
1163, 1163, 406
1164, 1164, 394
1165, 1165, 416
1166, 1166, 399
1167, 1167, 422
1168, 1168, 404
1169, 1169, 419
1170, 1170, 389
1171, 1171, 404
1172, 1172, 424
1173, 1173, 402
1174, 1174, 411
1175, 1175, 384
1176, 1176, 408
1177, 1177, 393
1178, 1178, 423
1179, 1179, 413
1180, 1180, 451
1181, 1181, 376
1182, 1182, 417
1183, 1183, 373
1184, 1184, 383
1185, 1185, 379
1186, 1186, 422
1187, 1187, 366
1188, 1188, 413
1189, 1189, 422
1190, 1190, 421
1191, 1191, 402
1192, 1192, 374
1193, 1193, 422
1194, 1194, 411
1195, 1195, 376
1196, 1196, 407
1197, 1197, 388
1198, 1198, 386
1199, 1199, 386
1200, 1200, 390
1201, 1201, 379
1202, 1202, 393
1203, 1203, 406
1204, 1204, 382
1205, 1205, 388
1206, 1206, 399
1207, 1207, 362
1208, 1208, 410
1209, 1209, 369
1210, 1210, 369
1211, 1211, 376
1212, 1212, 360
1213, 1213, 367
1214, 1214, 387
1215, 1215, 369
1216, 1216, 370
1217, 1217, 364
1218, 1218, 353
1219, 1219, 381
1220, 1220, 367
1221, 1221, 368
1222, 1222, 359
1223, 1223, 389
1224, 1224, 354
1225, 1225, 358
1226, 1226, 373
1227, 1227, 375
1228, 1228, 333
1229, 1229, 354
1230, 1230, 328
1231, 1231, 343
1232, 1232, 331
1233, 1233, 380
1234, 1234, 323
1235, 1235, 353
1236, 1236, 372
1237, 1237, 324
1238, 1238, 338
1239, 1239, 339
1240, 1240, 321
1241, 1241, 317
1242, 1242, 338
1243, 1243, 323
1244, 1244, 340
1245, 1245, 325
1246, 1246, 309
1247, 1247, 329
1248, 1248, 345
1249, 1249, 349
1250, 1250, 322
1251, 1251, 348
1252, 1252, 327
1253, 1253, 317
1254, 1254, 313
1255, 1255, 339
1256, 1256, 345
1257, 1257, 313
1258, 1258, 343
1259, 1259, 280
1260, 1260, 302
1261, 1261, 334
1262, 1262, 295
1263, 1263, 316
1264, 1264, 326
1265, 1265, 321
1266, 1266, 302
1267, 1267, 305
1268, 1268, 293
1269, 1269, 287
1270, 1270, 322
1271, 1271, 307
1272, 1272, 317
1273, 1273, 310
1274, 1274, 297
1275, 1275, 300
1276, 1276, 324
1277, 1277, 306
1278, 1278, 324
