Start Time, Mon Feb 23 13:49:17 GMT+0000 2026
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 271945.569719
Real Time (s), 271983.791289
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1189, 1189, 1815
1190, 1190, 1818
1191, 1191, 1935
1192, 1192, 1834
1193, 1193, 1813
1194, 1194, 1860
1195, 1195, 1902
1196, 1196, 1922
1197, 1197, 1869
1198, 1198, 1859
1199, 1199, 1812
1200, 1200, 1864
1201, 1201, 1782
1202, 1202, 1854
1203, 1203, 1875
1204, 1204, 1852
1205, 1205, 1843
1206, 1206, 1794
1207, 1207, 1864
1208, 1208, 1770
1209, 1209, 1752
1210, 1210, 1780
1211, 1211, 1796
1212, 1212, 1775
1213, 1213, 1790
1214, 1214, 1721
1215, 1215, 1798
1216, 1216, 1769
1217, 1217, 1725
1218, 1218, 1639
1219, 1219, 1711
1220, 1220, 1692
1221, 1221, 1681
1222, 1222, 1737
1223, 1223, 1763
1224, 1224, 1683
1225, 1225, 1666
1226, 1226, 1711
1227, 1227, 1614
1228, 1228, 1639
1229, 1229, 1671
1230, 1230, 1635
1231, 1231, 1670
1232, 1232, 1675
1233, 1233, 1592
1234, 1234, 1561
1235, 1235, 1635
1236, 1236, 1633
1237, 1237, 1620
1238, 1238, 1648
1239, 1239, 1562
1240, 1240, 1640
1241, 1241, 1637
1242, 1242, 1628
1243, 1243, 1605
1244, 1244, 1654
1245, 1245, 1519
1246, 1246, 1524
1247, 1247, 1495
1248, 1248, 1557
1249, 1249, 1574
1250, 1250, 1563
1251, 1251, 1553
1252, 1252, 1533
1253, 1253, 1540
1254, 1254, 1497
1255, 1255, 1507
1256, 1256, 1528
1257, 1257, 1421
1258, 1258, 1488
1259, 1259, 1468
1260, 1260, 1522
1261, 1261, 1522
1262, 1262, 1420
1263, 1263, 1453
1264, 1264, 1475
1265, 1265, 1462
1266, 1266, 1447
1267, 1267, 1437
1268, 1268, 1446
1269, 1269, 1438
1270, 1270, 1444
1271, 1271, 1445
1272, 1272, 1385
1273, 1273, 1455
1274, 1274, 1376
1275, 1275, 1376
1276, 1276, 1338
1277, 1277, 1395
1278, 1278, 1328
1279, 1279, 1330
1280, 1280, 1376
1281, 1281, 1357
1282, 1282, 1336
1283, 1283, 1322
1284, 1284, 1342
1285, 1285, 1361
1286, 1286, 1322
1287, 1287, 1335
1288, 1288, 1294
1289, 1289, 1278
1290, 1290, 1378
1291, 1291, 1378
1292, 1292, 1262
1293, 1293, 1287
1294, 1294, 1249
1295, 1295, 1285
1296, 1296, 1293
1297, 1297, 1292
1298, 1298, 1237
1299, 1299, 1325
1300, 1300, 1273
1301, 1301, 1242
1302, 1302, 1316
1303, 1303, 1329
1304, 1304, 1270
1305, 1305, 1267
1306, 1306, 1272
1307, 1307, 1289
1308, 1308, 1320
1309, 1309, 1312
1310, 1310, 1261
1311, 1311, 1272
1312, 1312, 1343
1313, 1313, 1242
1314, 1314, 1262
1315, 1315, 1200
1316, 1316, 1181
1317, 1317, 1187
1318, 1318, 1229
1319, 1319, 1191
1320, 1320, 1233
1321, 1321, 1219
1322, 1322, 1232
1323, 1323, 1159
1324, 1324, 1242
1325, 1325, 1162
1326, 1326, 1174
1327, 1327, 1199
1328, 1328, 1207
1329, 1329, 1227
1330, 1330, 1206
1331, 1331, 1156
1332, 1332, 1206
1333, 1333, 1145
1334, 1334, 1182
1335, 1335, 1160
1336, 1336, 1188
1337, 1337, 1186
1338, 1338, 1209
1339, 1339, 1129
1340, 1340, 1121
1341, 1341, 1163
1342, 1342, 1144
1343, 1343, 1091
1344, 1344, 1101
1345, 1345, 1170
1346, 1346, 1169
1347, 1347, 1117
1348, 1348, 1177
1349, 1349, 1209
1350, 1350, 1093
1351, 1351, 1151
1352, 1352, 1118
1353, 1353, 1202
1354, 1354, 1151
1355, 1355, 1145
1356, 1356, 1123
1357, 1357, 1105
1358, 1358, 1078
1359, 1359, 1142
1360, 1360, 1072
1361, 1361, 1133
1362, 1362, 1077
1363, 1363, 1102
1364, 1364, 1039
1365, 1365, 1157
1366, 1366, 1122
1367, 1367, 1088
1368, 1368, 1070
1369, 1369, 1053
1370, 1370, 1055
1371, 1371, 1068
1372, 1372, 1028
1373, 1373, 1084
1374, 1374, 1083
1375, 1375, 1067
1376, 1376, 1031
1377, 1377, 1055
1378, 1378, 1064
1379, 1379, 1029
1380, 1380, 1019
1381, 1381, 1012
1382, 1382, 1108
1383, 1383, 1031
1384, 1384, 1076
1385, 1385, 991
1386, 1386, 1028
1387, 1387, 990
1388, 1388, 967
