Start Time, Thu Mar 5 14:39:04 GMT+0000 2026
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 76990.224334
Real Time (s), 76999.889599
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1432, 1432, 241
1433, 1433, 280
1434, 1434, 260
1435, 1435, 265
1436, 1436, 270
1437, 1437, 293
1438, 1438, 281
1439, 1439, 276
1440, 1440, 301
1441, 1441, 288
1442, 1442, 292
1443, 1443, 315
1444, 1444, 280
1445, 1445, 312
1446, 1446, 314
1447, 1447, 310
1448, 1448, 306
1449, 1449, 313
1450, 1450, 317
1451, 1451, 319
1452, 1452, 370
1453, 1453, 337
1454, 1454, 370
1455, 1455, 378
1456, 1456, 364
1457, 1457, 348
1458, 1458, 356
1459, 1459, 404
1460, 1460, 403
1461, 1461, 419
1462, 1462, 390
1463, 1463, 393
1464, 1464, 405
1465, 1465, 445
1466, 1466, 436
1467, 1467, 462
1468, 1468, 456
1469, 1469, 463
1470, 1470, 503
1471, 1471, 502
1472, 1472, 498
1473, 1473, 558
1474, 1474, 509
1475, 1475, 507
1476, 1476, 556
1477, 1477, 542
1478, 1478, 590
1479, 1479, 589
1480, 1480, 570
1481, 1481, 565
1482, 1482, 598
1483, 1483, 631
1484, 1484, 630
1485, 1485, 686
1486, 1486, 677
1487, 1487, 694
1488, 1488, 690
1489, 1489, 687
1490, 1490, 720
1491, 1491, 712
1492, 1492, 688
1493, 1493, 688
1494, 1494, 756
1495, 1495, 716
1496, 1496, 757
1497, 1497, 732
1498, 1498, 827
1499, 1499, 787
1500, 1500, 755
1501, 1501, 805
1502, 1502, 817
1503, 1503, 804
1504, 1504, 805
1505, 1505, 827
1506, 1506, 831
1507, 1507, 804
1508, 1508, 828
1509, 1509, 847
1510, 1510, 818
